t,v
2009-05-16T00:00:00Z,0
2009-05-17T00:00:00Z,0
2009-05-18T00:00:00Z,0
2009-05-19T00:00:00Z,0
2009-05-20T00:00:00Z,0
2009-05-21T00:00:00Z,0
2009-05-22T00:00:00Z,0
2009-05-23T00:00:00Z,0
2009-05-24T00:00:00Z,0
2009-05-25T00:00:00Z,0
2009-05-26T00:00:00Z,0
2009-05-27T00:00:00Z,0
2009-05-28T00:00:00Z,0
2009-05-29T00:00:00Z,61
2009-05-30T00:00:00Z,0
2009-05-31T00:00:00Z,0
2009-06-01T00:00:00Z,2
2009-06-02T00:00:00Z,0
2009-06-03T00:00:00Z,0
2009-06-04T00:00:00Z,0
2009-06-05T00:00:00Z,0
2009-06-06T00:00:00Z,0
2009-06-07T00:00:00Z,0
2009-06-08T00:00:00Z,0
2009-06-09T00:00:00Z,0
2009-06-10T00:00:00Z,0
2009-06-11T00:00:00Z,0
2009-06-12T00:00:00Z,0
2009-06-13T00:00:00Z,0
2009-06-14T00:00:00Z,0
2009-06-15T00:00:00Z,0
2009-06-16T00:00:00Z,0
2009-06-17T00:00:00Z,0
2009-06-18T00:00:00Z,0
2009-06-19T00:00:00Z,0
2009-06-20T00:00:00Z,0
2009-06-21T00:00:00Z,0
2009-06-22T00:00:00Z,61
2009-06-23T00:00:00Z,0
2009-06-24T00:00:00Z,5
2009-06-25T00:00:00Z,21
2009-06-26T00:00:00Z,0
2009-06-27T00:00:00Z,0
2009-06-28T00:00:00Z,2
2009-06-29T00:00:00Z,2
2009-06-30T00:00:00Z,4
2009-07-01T00:00:00Z,3
2009-07-02T00:00:00Z,2
2009-07-03T00:00:00Z,0
2009-07-04T00:00:00Z,0
2009-07-05T00:00:00Z,0
2009-07-06T00:00:00Z,0
2009-07-07T00:00:00Z,0
2009-07-08T00:00:00Z,0
2009-07-09T00:00:00Z,0
2009-07-10T00:00:00Z,0
2009-07-11T00:00:00Z,0
2009-07-12T00:00:00Z,0
2009-07-13T00:00:00Z,0
2009-07-14T00:00:00Z,0
2009-07-15T00:00:00Z,0
2009-07-16T00:00:00Z,0
2009-07-17T00:00:00Z,0
2009-07-18T00:00:00Z,0
2009-07-19T00:00:00Z,0
2009-07-20T00:00:00Z,122
2009-07-21T00:00:00Z,0
2009-07-22T00:00:00Z,0
2009-07-23T00:00:00Z,0
2009-07-24T00:00:00Z,0
2009-07-25T00:00:00Z,0
2009-07-26T00:00:00Z,0
2009-07-27T00:00:00Z,0
2009-07-28T00:00:00Z,0
2009-07-29T00:00:00Z,3
2009-07-30T00:00:00Z,2
2009-07-31T00:00:00Z,0
2009-08-01T00:00:00Z,0
2009-08-02T00:00:00Z,0
2009-08-03T00:00:00Z,0
2009-08-04T00:00:00Z,0
2009-08-05T00:00:00Z,0
2009-08-06T00:00:00Z,0
2009-08-07T00:00:00Z,112
2009-08-08T00:00:00Z,0
2009-08-09T00:00:00Z,0
2009-08-10T00:00:00Z,0
2009-08-11T00:00:00Z,0
2009-08-12T00:00:00Z,0
2009-08-13T00:00:00Z,0
2009-08-14T00:00:00Z,0
2009-08-15T00:00:00Z,0
2009-08-16T00:00:00Z,0
2009-08-17T00:00:00Z,0
2009-08-18T00:00:00Z,0
2009-08-19T00:00:00Z,0
2009-08-20T00:00:00Z,0
2009-08-21T00:00:00Z,0
2009-08-22T00:00:00Z,0
2009-08-23T00:00:00Z,0
2009-08-24T00:00:00Z,0
2009-08-25T00:00:00Z,0
2009-08-26T00:00:00Z,48
2009-08-27T00:00:00Z,0
2009-08-28T00:00:00Z,0
2009-08-29T00:00:00Z,0
2009-08-30T00:00:00Z,2
2009-08-31T00:00:00Z,7
2009-09-01T00:00:00Z,0
2009-09-02T00:00:00Z,0
2009-09-03T00:00:00Z,15
2009-09-04T00:00:00Z,0
2009-09-05T00:00:00Z,0
2009-09-06T00:00:00Z,0
2009-09-07T00:00:00Z,14
2009-09-08T00:00:00Z,0
2009-09-09T00:00:00Z,0
2009-09-10T00:00:00Z,0
2009-09-11T00:00:00Z,0
2009-09-12T00:00:00Z,0
2009-09-13T00:00:00Z,0
2009-09-14T00:00:00Z,0
2009-09-15T00:00:00Z,0
2009-09-16T00:00:00Z,2
2009-09-17T00:00:00Z,102
2009-09-18T00:00:00Z,0
2009-09-19T00:00:00Z,0
2009-09-20T00:00:00Z,0
2009-09-21T00:00:00Z,9
2009-09-22T00:00:00Z,41
2009-09-23T00:00:00Z,0
2009-09-24T00:00:00Z,0
2009-09-25T00:00:00Z,28
2009-09-26T00:00:00Z,0
2009-09-27T00:00:00Z,17
2009-09-28T00:00:00Z,0
2009-09-29T00:00:00Z,45
2009-09-30T00:00:00Z,0
2009-10-01T00:00:00Z,0
2009-10-02T00:00:00Z,11
2009-10-03T00:00:00Z,0
2009-10-04T00:00:00Z,0
2009-10-05T00:00:00Z,0
2009-10-06T00:00:00Z,15
2009-10-07T00:00:00Z,0
2009-10-08T00:00:00Z,0
2009-10-09T00:00:00Z,0
2009-10-10T00:00:00Z,0
2009-10-11T00:00:00Z,0
2009-10-12T00:00:00Z,74
2009-10-13T00:00:00Z,0
2009-10-14T00:00:00Z,0
2009-10-15T00:00:00Z,0
2009-10-16T00:00:00Z,81
2009-10-17T00:00:00Z,0
2009-10-18T00:00:00Z,8
2009-10-19T00:00:00Z,0
2009-10-20T00:00:00Z,102
2009-10-21T00:00:00Z,19
2009-10-22T00:00:00Z,40
2009-10-23T00:00:00Z,0
2009-10-24T00:00:00Z,8
2009-10-25T00:00:00Z,0
2009-10-26T00:00:00Z,0
2009-10-27T00:00:00Z,17
2009-10-28T00:00:00Z,0
2009-10-29T00:00:00Z,43
2009-10-30T00:00:00Z,0
2009-10-31T00:00:00Z,0
2009-11-01T00:00:00Z,0
2009-11-02T00:00:00Z,0
2009-11-03T00:00:00Z,0
2009-11-04T00:00:00Z,42
2009-11-05T00:00:00Z,0
2009-11-06T00:00:00Z,0
2009-11-07T00:00:00Z,0
2009-11-08T00:00:00Z,0
2009-11-09T00:00:00Z,0
2009-11-10T00:00:00Z,0
2009-11-11T00:00:00Z,52
2009-11-12T00:00:00Z,0
2009-11-13T00:00:00Z,13
2009-11-14T00:00:00Z,0
2009-11-15T00:00:00Z,0
2009-11-16T00:00:00Z,0
2009-11-17T00:00:00Z,0
2009-11-18T00:00:00Z,0
2009-11-19T00:00:00Z,83
2009-11-20T00:00:00Z,0
2009-11-21T00:00:00Z,0
2009-11-22T00:00:00Z,0
2009-11-23T00:00:00Z,0
2009-11-24T00:00:00Z,0
2009-11-25T00:00:00Z,0
2009-11-26T00:00:00Z,0
2009-11-27T00:00:00Z,0
2009-11-28T00:00:00Z,0
2009-11-29T00:00:00Z,0
2009-11-30T00:00:00Z,0
2009-12-01T00:00:00Z,167
2009-12-02T00:00:00Z,0
2009-12-03T00:00:00Z,0
2009-12-04T00:00:00Z,0
2009-12-05T00:00:00Z,20
2009-12-06T00:00:00Z,4
2009-12-07T00:00:00Z,0
2009-12-08T00:00:00Z,31
2009-12-09T00:00:00Z,23
2009-12-10T00:00:00Z,0
2009-12-11T00:00:00Z,0
2009-12-12T00:00:00Z,68
2009-12-13T00:00:00Z,0
2009-12-14T00:00:00Z,335
2009-12-15T00:00:00Z,9
2009-12-16T00:00:00Z,18
2009-12-17T00:00:00Z,10
2009-12-18T00:00:00Z,0
2009-12-19T00:00:00Z,2
2009-12-20T00:00:00Z,0
2009-12-21T00:00:00Z,2
2009-12-22T00:00:00Z,0
2009-12-23T00:00:00Z,0
2009-12-24T00:00:00Z,0
2009-12-25T00:00:00Z,2
2009-12-26T00:00:00Z,0
2009-12-27T00:00:00Z,6
2009-12-28T00:00:00Z,0
2009-12-29T00:00:00Z,0
2009-12-30T00:00:00Z,0
2009-12-31T00:00:00Z,0
2010-01-01T00:00:00Z,4
2010-01-02T00:00:00Z,0
2010-01-03T00:00:00Z,0
2010-01-04T00:00:00Z,85
2010-01-05T00:00:00Z,0
2010-01-06T00:00:00Z,0
2010-01-07T00:00:00Z,0
2010-01-08T00:00:00Z,0
2010-01-09T00:00:00Z,0
2010-01-10T00:00:00Z,0
2010-01-11T00:00:00Z,0
2010-01-12T00:00:00Z,216
2010-01-13T00:00:00Z,4
2010-01-14T00:00:00Z,12
2010-01-15T00:00:00Z,6
2010-01-16T00:00:00Z,7
2010-01-17T00:00:00Z,0
2010-01-18T00:00:00Z,3
2010-01-19T00:00:00Z,0
2010-01-20T00:00:00Z,0
2010-01-21T00:00:00Z,12
2010-01-22T00:00:00Z,8
2010-01-23T00:00:00Z,4
2010-01-24T00:00:00Z,2
2010-01-25T00:00:00Z,61
2010-01-26T00:00:00Z,20
2010-01-27T00:00:00Z,21
2010-01-28T00:00:00Z,22
2010-01-29T00:00:00Z,21
2010-01-30T00:00:00Z,38
2010-01-31T00:00:00Z,20
2010-02-01T00:00:00Z,19
2010-02-02T00:00:00Z,22
2010-02-03T00:00:00Z,7
2010-02-04T00:00:00Z,45
2010-02-05T00:00:00Z,249
2010-02-06T00:00:00Z,33
2010-02-07T00:00:00Z,16
2010-02-08T00:00:00Z,129
2010-02-09T00:00:00Z,421
2010-02-10T00:00:00Z,609
2010-02-11T00:00:00Z,77
2010-02-12T00:00:00Z,43
2010-02-13T00:00:00Z,88
2010-02-14T00:00:00Z,56
2010-02-15T00:00:00Z,102
2010-02-16T00:00:00Z,23
2010-02-17T00:00:00Z,30
2010-02-18T00:00:00Z,63
2010-02-19T00:00:00Z,6
2010-02-20T00:00:00Z,15
2010-02-21T00:00:00Z,130
2010-02-22T00:00:00Z,273
2010-02-23T00:00:00Z,2
2010-02-24T00:00:00Z,112
2010-02-25T00:00:00Z,146
2010-02-26T00:00:00Z,24
2010-02-27T00:00:00Z,12
2010-02-28T00:00:00Z,108
2010-03-01T00:00:00Z,36
2010-03-02T00:00:00Z,45
2010-03-03T00:00:00Z,109
2010-03-04T00:00:00Z,390
2010-03-05T00:00:00Z,4
2010-03-06T00:00:00Z,97
2010-03-07T00:00:00Z,118
2010-03-08T00:00:00Z,188
2010-03-09T00:00:00Z,83
2010-03-10T00:00:00Z,49
2010-03-11T00:00:00Z,67
2010-03-12T00:00:00Z,9
2010-03-13T00:00:00Z,37
2010-03-14T00:00:00Z,9
2010-03-15T00:00:00Z,10
2010-03-16T00:00:00Z,28
2010-03-17T00:00:00Z,28
2010-03-18T00:00:00Z,85
2010-03-19T00:00:00Z,136
2010-03-20T00:00:00Z,81
2010-03-21T00:00:00Z,13
2010-03-22T00:00:00Z,45
2010-03-23T00:00:00Z,85
2010-03-24T00:00:00Z,37
2010-03-25T00:00:00Z,355
2010-03-26T00:00:00Z,83
2010-03-27T00:00:00Z,28
2010-03-28T00:00:00Z,22
2010-03-29T00:00:00Z,74
2010-03-30T00:00:00Z,14
2010-03-31T00:00:00Z,29
2010-04-01T00:00:00Z,33
2010-04-02T00:00:00Z,23
2010-04-03T00:00:00Z,31
2010-04-04T00:00:00Z,75
2010-04-05T00:00:00Z,157
2010-04-06T00:00:00Z,109
2010-04-07T00:00:00Z,111
2010-04-08T00:00:00Z,35
2010-04-09T00:00:00Z,137
2010-04-10T00:00:00Z,309
2010-04-11T00:00:00Z,188
2010-04-12T00:00:00Z,165
2010-04-13T00:00:00Z,53
2010-04-14T00:00:00Z,133
2010-04-15T00:00:00Z,718
2010-04-16T00:00:00Z,235
2010-04-17T00:00:00Z,88
2010-04-18T00:00:00Z,3233
2010-04-19T00:00:00Z,322
2010-04-20T00:00:00Z,229
2010-04-21T00:00:00Z,165
2010-04-22T00:00:00Z,76
2010-04-23T00:00:00Z,96
2010-04-24T00:00:00Z,119
2010-04-25T00:00:00Z,192
2010-04-26T00:00:00Z,117
2010-04-27T00:00:00Z,98
2010-04-28T00:00:00Z,150
2010-04-29T00:00:00Z,73
2010-04-30T00:00:00Z,63
2010-05-01T00:00:00Z,84
2010-05-02T00:00:00Z,55
2010-05-03T00:00:00Z,123
2010-05-04T00:00:00Z,191
2010-05-05T00:00:00Z,159
2010-05-06T00:00:00Z,294
2010-05-07T00:00:00Z,103
2010-05-08T00:00:00Z,293
2010-05-09T00:00:00Z,113
2010-05-10T00:00:00Z,169
2010-05-11T00:00:00Z,49
2010-05-12T00:00:00Z,135
2010-05-13T00:00:00Z,129
2010-05-14T00:00:00Z,126
2010-05-15T00:00:00Z,69
2010-05-16T00:00:00Z,56
2010-05-17T00:00:00Z,149
2010-05-18T00:00:00Z,148
2010-05-19T00:00:00Z,149
2010-05-20T00:00:00Z,87
2010-05-21T00:00:00Z,168
2010-05-22T00:00:00Z,155
2010-05-23T00:00:00Z,260
2010-05-24T00:00:00Z,156
2010-05-25T00:00:00Z,149
2010-05-26T00:00:00Z,199
2010-05-27T00:00:00Z,209
2010-05-28T00:00:00Z,146
2010-05-29T00:00:00Z,181
2010-05-30T00:00:00Z,124
2010-05-31T00:00:00Z,141
2010-06-01T00:00:00Z,141
2010-06-02T00:00:00Z,112
2010-06-03T00:00:00Z,253
2010-06-04T00:00:00Z,111
2010-06-05T00:00:00Z,116
2010-06-06T00:00:00Z,123
2010-06-07T00:00:00Z,326
2010-06-08T00:00:00Z,188
2010-06-09T00:00:00Z,196
2010-06-10T00:00:00Z,136
2010-06-11T00:00:00Z,191
2010-06-12T00:00:00Z,158
2010-06-13T00:00:00Z,183
2010-06-14T00:00:00Z,269
2010-06-15T00:00:00Z,189
2010-06-16T00:00:00Z,156
2010-06-17T00:00:00Z,136
2010-06-18T00:00:00Z,131
2010-06-19T00:00:00Z,235
2010-06-20T00:00:00Z,129
2010-06-21T00:00:00Z,195
2010-06-22T00:00:00Z,208
2010-06-23T00:00:00Z,170
2010-06-24T00:00:00Z,203
2010-06-25T00:00:00Z,102
2010-06-26T00:00:00Z,91
2010-06-27T00:00:00Z,141
2010-06-28T00:00:00Z,141
2010-06-29T00:00:00Z,246
2010-06-30T00:00:00Z,275
2010-07-01T00:00:00Z,214
2010-07-02T00:00:00Z,219
2010-07-03T00:00:00Z,167
2010-07-04T00:00:00Z,279
2010-07-05T00:00:00Z,214
2010-07-06T00:00:00Z,105
2010-07-07T00:00:00Z,230
2010-07-08T00:00:00Z,164
2010-07-09T00:00:00Z,165
2010-07-10T00:00:00Z,213
2010-07-11T00:00:00Z,418
2010-07-12T00:00:00Z,2943
2010-07-13T00:00:00Z,1411
2010-07-14T00:00:00Z,6286
2010-07-15T00:00:00Z,1496
2010-07-16T00:00:00Z,1305
2010-07-17T00:00:00Z,635
2010-07-18T00:00:00Z,757
2010-07-19T00:00:00Z,808
2010-07-20T00:00:00Z,728
2010-07-21T00:00:00Z,621
2010-07-22T00:00:00Z,427
2010-07-23T00:00:00Z,471
2010-07-24T00:00:00Z,788
2010-07-25T00:00:00Z,1912
2010-07-26T00:00:00Z,1010
2010-07-27T00:00:00Z,611
2010-07-28T00:00:00Z,518
2010-07-29T00:00:00Z,355
2010-07-30T00:00:00Z,408
2010-07-31T00:00:00Z,285
2010-08-01T00:00:00Z,398
2010-08-02T00:00:00Z,416
2010-08-03T00:00:00Z,774
2010-08-04T00:00:00Z,511
2010-08-05T00:00:00Z,619
2010-08-06T00:00:00Z,493
2010-08-07T00:00:00Z,362
2010-08-08T00:00:00Z,398
2010-08-09T00:00:00Z,595
2010-08-10T00:00:00Z,406
2010-08-11T00:00:00Z,497
2010-08-12T00:00:00Z,378
2010-08-13T00:00:00Z,655
2010-08-14T00:00:00Z,332
2010-08-15T00:00:00Z,247
2010-08-16T00:00:00Z,630
2010-08-17T00:00:00Z,365
2010-08-18T00:00:00Z,595
2010-08-19T00:00:00Z,336
2010-08-20T00:00:00Z,480
2010-08-21T00:00:00Z,365
2010-08-22T00:00:00Z,387
2010-08-23T00:00:00Z,453
2010-08-24T00:00:00Z,448
2010-08-25T00:00:00Z,311
2010-08-26T00:00:00Z,455
2010-08-27T00:00:00Z,332
2010-08-28T00:00:00Z,368
2010-08-29T00:00:00Z,231
2010-08-30T00:00:00Z,376
2010-08-31T00:00:00Z,556
2010-09-01T00:00:00Z,450
2010-09-02T00:00:00Z,397
2010-09-03T00:00:00Z,344
2010-09-04T00:00:00Z,280
2010-09-05T00:00:00Z,384
2010-09-06T00:00:00Z,359
2010-09-07T00:00:00Z,245
2010-09-08T00:00:00Z,383
2010-09-09T00:00:00Z,382
2010-09-10T00:00:00Z,376
2010-09-11T00:00:00Z,279
2010-09-12T00:00:00Z,545
2010-09-13T00:00:00Z,557
2010-09-14T00:00:00Z,477
2010-09-15T00:00:00Z,499
2010-09-16T00:00:00Z,495
2010-09-17T00:00:00Z,825
2010-09-18T00:00:00Z,353
2010-09-19T00:00:00Z,482
2010-09-20T00:00:00Z,531
2010-09-21T00:00:00Z,1062
2010-09-22T00:00:00Z,876
2010-09-23T00:00:00Z,837
2010-09-24T00:00:00Z,614
2010-09-25T00:00:00Z,656
2010-09-26T00:00:00Z,444
2010-09-27T00:00:00Z,1070
2010-09-28T00:00:00Z,1503
2010-09-29T00:00:00Z,1049
2010-09-30T00:00:00Z,492
2010-10-01T00:00:00Z,693
2010-10-02T00:00:00Z,680
2010-10-03T00:00:00Z,550
2010-10-04T00:00:00Z,690
2010-10-05T00:00:00Z,577
2010-10-06T00:00:00Z,522
2010-10-07T00:00:00Z,489
2010-10-08T00:00:00Z,665
2010-10-09T00:00:00Z,607
2010-10-10T00:00:00Z,457
2010-10-11T00:00:00Z,475
2010-10-12T00:00:00Z,494
2010-10-13T00:00:00Z,756
2010-10-14T00:00:00Z,439
2010-10-15T00:00:00Z,406
2010-10-16T00:00:00Z,703
2010-10-17T00:00:00Z,525
2010-10-18T00:00:00Z,731
2010-10-19T00:00:00Z,1162
2010-10-20T00:00:00Z,944
2010-10-21T00:00:00Z,817
2010-10-22T00:00:00Z,823
2010-10-23T00:00:00Z,669
2010-10-24T00:00:00Z,665
2010-10-25T00:00:00Z,563
2010-10-26T00:00:00Z,639
2010-10-27T00:00:00Z,914
2010-10-28T00:00:00Z,805
2010-10-29T00:00:00Z,654
2010-10-30T00:00:00Z,428
2010-10-31T00:00:00Z,403
2010-11-01T00:00:00Z,421
2010-11-02T00:00:00Z,288
2010-11-03T00:00:00Z,394
2010-11-04T00:00:00Z,423
2010-11-05T00:00:00Z,647
2010-11-06T00:00:00Z,414
2010-11-07T00:00:00Z,486
2010-11-08T00:00:00Z,1363
2010-11-09T00:00:00Z,468
2010-11-10T00:00:00Z,469
2010-11-11T00:00:00Z,396
2010-11-12T00:00:00Z,299
2010-11-13T00:00:00Z,372
2010-11-14T00:00:00Z,708
2010-11-15T00:00:00Z,4217
2010-11-16T00:00:00Z,3189
2010-11-17T00:00:00Z,459
2010-11-18T00:00:00Z,405
2010-11-19T00:00:00Z,497
2010-11-20T00:00:00Z,668
2010-11-21T00:00:00Z,620
2010-11-22T00:00:00Z,466
2010-11-23T00:00:00Z,525
2010-11-24T00:00:00Z,801
2010-11-25T00:00:00Z,740
2010-11-26T00:00:00Z,1018
2010-11-27T00:00:00Z,661
2010-11-28T00:00:00Z,538
2010-11-29T00:00:00Z,710
2010-11-30T00:00:00Z,602
2010-12-01T00:00:00Z,938
2010-12-02T00:00:00Z,641
2010-12-03T00:00:00Z,708
2010-12-04T00:00:00Z,497
2010-12-05T00:00:00Z,488
2010-12-06T00:00:00Z,507
2010-12-07T00:00:00Z,926
2010-12-08T00:00:00Z,687
2010-12-09T00:00:00Z,632
2010-12-10T00:00:00Z,491
2010-12-11T00:00:00Z,823
2010-12-12T00:00:00Z,1026
2010-12-13T00:00:00Z,1539
2010-12-14T00:00:00Z,966
2010-12-15T00:00:00Z,906
2010-12-16T00:00:00Z,781
2010-12-17T00:00:00Z,634
2010-12-18T00:00:00Z,701
2010-12-19T00:00:00Z,909
2010-12-20T00:00:00Z,1304
2010-12-21T00:00:00Z,900
2010-12-22T00:00:00Z,1057
2010-12-23T00:00:00Z,784
2010-12-24T00:00:00Z,707
2010-12-25T00:00:00Z,915
2010-12-26T00:00:00Z,885
2010-12-27T00:00:00Z,985
2010-12-28T00:00:00Z,868
2010-12-29T00:00:00Z,830
2010-12-30T00:00:00Z,926
2010-12-31T00:00:00Z,741
2011-01-01T00:00:00Z,903
2011-01-02T00:00:00Z,883
2011-01-03T00:00:00Z,1246
2011-01-04T00:00:00Z,939
2011-01-05T00:00:00Z,1390
2011-01-06T00:00:00Z,1021
2011-01-07T00:00:00Z,1096
2011-01-08T00:00:00Z,1313
2011-01-09T00:00:00Z,1230
2011-01-10T00:00:00Z,1281
2011-01-11T00:00:00Z,1395
2011-01-12T00:00:00Z,1104
2011-01-13T00:00:00Z,1521
2011-01-14T00:00:00Z,1436
2011-01-15T00:00:00Z,1273
2011-01-16T00:00:00Z,1374
2011-01-17T00:00:00Z,1177
2011-01-18T00:00:00Z,1280
2011-01-19T00:00:00Z,1388
2011-01-20T00:00:00Z,1280
2011-01-21T00:00:00Z,1807
2011-01-22T00:00:00Z,2035
2011-01-23T00:00:00Z,1770
2011-01-24T00:00:00Z,1878
2011-01-25T00:00:00Z,1296
2011-01-26T00:00:00Z,1419
2011-01-27T00:00:00Z,1502
2011-01-28T00:00:00Z,1550
2011-01-29T00:00:00Z,1928
2011-01-30T00:00:00Z,3057
2011-01-31T00:00:00Z,2075
2011-02-01T00:00:00Z,1766
2011-02-02T00:00:00Z,1339
2011-02-03T00:00:00Z,1113
2011-02-04T00:00:00Z,1332
2011-02-05T00:00:00Z,1353
2011-02-06T00:00:00Z,1232
2011-02-07T00:00:00Z,1209
2011-02-08T00:00:00Z,1262
2011-02-09T00:00:00Z,1916
2011-02-10T00:00:00Z,3381
2011-02-11T00:00:00Z,4145
2011-02-12T00:00:00Z,3133
2011-02-13T00:00:00Z,3082
2011-02-14T00:00:00Z,3940
2011-02-15T00:00:00Z,3215
2011-02-16T00:00:00Z,2775
2011-02-17T00:00:00Z,3301
2011-02-18T00:00:00Z,3436
2011-02-19T00:00:00Z,2737
2011-02-20T00:00:00Z,3011
2011-02-21T00:00:00Z,3124
2011-02-22T00:00:00Z,3604
2011-02-23T00:00:00Z,3601
2011-02-24T00:00:00Z,3505
2011-02-25T00:00:00Z,3234
2011-02-26T00:00:00Z,3363
2011-02-27T00:00:00Z,3448
2011-02-28T00:00:00Z,2896
2011-03-01T00:00:00Z,5066
2011-03-02T00:00:00Z,3576
2011-03-03T00:00:00Z,4737
2011-03-04T00:00:00Z,3105
2011-03-05T00:00:00Z,3424
2011-03-06T00:00:00Z,3139
2011-03-07T00:00:00Z,3254
2011-03-08T00:00:00Z,3698
2011-03-09T00:00:00Z,3237
2011-03-10T00:00:00Z,2802
2011-03-11T00:00:00Z,2922
2011-03-12T00:00:00Z,3098
2011-03-13T00:00:00Z,2776
2011-03-14T00:00:00Z,2788
2011-03-15T00:00:00Z,3187
2011-03-16T00:00:00Z,3034
2011-03-17T00:00:00Z,3090
2011-03-18T00:00:00Z,2974
2011-03-19T00:00:00Z,3061
2011-03-20T00:00:00Z,4319
2011-03-21T00:00:00Z,4514
2011-03-22T00:00:00Z,3743
2011-03-23T00:00:00Z,6710
2011-03-24T00:00:00Z,4254
2011-03-25T00:00:00Z,4019
2011-03-26T00:00:00Z,4709
2011-03-27T00:00:00Z,4643
2011-03-28T00:00:00Z,5190
2011-03-29T00:00:00Z,4511
